Permit_Number,Date_of_Submission,Date_of_Permit_Issuance,Completed_Date,Expiration_Date,Permit_Name,Work_Type,Primary_Work_Scope,Permit_Status,Civic_ID,Civic_Number,Street_Name,Community,PID,Estimated_Project_Value,Most_Recent_Inspection,Type_of_Structure,Work_Description,Active_Parcel,Date_Inspection_Completed,Occupancy_Type,Residential_Units_Demoed,District,Inspection_Outcome
"SOLAR-2022-13992","2023-01-05 12:00:00","2023-01-06 12:00:00","2024-06-13 12:00:00","2025-01-06 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",2683,"34","BORDEN ST","BEDFORD","40648628",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2024-06-13 12:00:00",,,"District 16","Passed"
"SOLAR-2022-14044","2022-10-27 12:00:00","2022-10-31 12:00:00","2023-07-14 12:00:00","2024-10-31 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",161579,"22","RANGE RD","GRAND DESERT","41270232",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-07-14 12:00:00",,,"District 02","Passed"
"SOLAR-2022-14046","2022-10-27 12:00:00","2022-10-31 12:00:00","2023-03-03 12:00:00","2024-10-31 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",41078,"100","CAVENDISH DR","LOWER SACKVILLE","40090276",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-03-03 12:00:00",,,"District 15","Passed"
"SOLAR-2022-14050","2022-10-27 12:00:00","2022-10-31 12:00:00","2023-08-01 12:00:00","2024-10-31 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",40072,"49","BEAVER BANK RD","LOWER SACKVILLE","40742421",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-08-01 12:00:00",,,"District 15","Passed"
"SOLAR-2022-14060","2022-10-26 12:00:00","2022-10-27 12:00:00","2023-05-23 12:00:00","2024-10-27 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",98213,"28","COTTAGE LANE","WINDSOR JUNCTION","41077801",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","install 52 x 455 watt roof mounted PV solar panels.","Y","2023-05-23 12:00:00",,,"District 01","Passed"
"SOLAR-2022-14098","2022-10-27 12:00:00","2022-10-31 12:00:00","2023-03-06 12:00:00","2024-10-31 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",26866,"18","MERCURY AVE","HARRIETSFIELD","00460121",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-03-06 12:00:00",,,"District 11","Passed"
"SOLAR-2022-14178","2022-10-31 12:00:00","2022-11-02 12:00:00","2023-02-23 12:00:00","2024-11-02 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",122720,"171","MATTHEW DR","HAMMONDS PLAINS","40822868",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","We will be installing 33 480 Q Cells on to the roof, with 2 inverters","Y","2023-02-23 12:00:00",,,"District 14","Passed"
"SOLAR-2022-14195","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-02-10 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",84556,"51","JEEP CRES","EASTERN PASSAGE","40764144",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-02-10 12:00:00",,,"District 03","Passed"
"SOLAR-2022-14199","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-02-02 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",13121,"14","BRIAR PL","HALIFAX","00295345",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-02-02 12:00:00",,,"District 10","Passed"
"SOLAR-2022-14204","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-03-10 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",21961,"24","RAINES MILL RD","LAKESIDE","40025355",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-03-10 12:00:00",,,"District 12","Passed"
"SOLAR-2022-14263","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-07-13 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",122390,"52","INGRAM DR","FALL RIVER","41047341",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-07-13 12:00:00",,,"District 01","Passed"
"SOLAR-2022-14347","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-03-06 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",8308,"9","FOX RG","UPPER TANTALLON","40660318",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-03-06 12:00:00",,,"District 13","Passed"
"SOLAR-2022-14382","2022-11-04 12:00:00","2022-11-14 12:00:00","2024-08-06 12:00:00","2024-11-14 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",6874,"22","KAYTYON CRT","BEDFORD","40779639",,"Building - SOL - Photovoltaic Final","Dwelling - Semi-Detached","Installation of 6.24 kW DC Solar PV System with 5 kW AC Fronius Primo Inverter with Online Monitoring","Y","2024-08-06 12:00:00",,,"District 16","Passed"
"SOLAR-2022-14387","2022-11-04 12:00:00","2022-11-04 12:00:00","2023-02-02 12:00:00","2024-11-04 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",83638,"390","CROWS NEST DR","HALIFAX","00000364",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Grid Tied Rooftop Solar Array with Battery Backup","Y","2023-02-02 12:00:00",,,"District 07","Passed"
"SOLAR-2022-14390","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-07-17 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",104902,"102","MALLARD LANE","WEST CHEZZETCOOK","40715021",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-07-17 12:00:00",,,"District 02","Passed"
"SOLAR-2022-14495","2022-11-07 12:00:00","2022-11-15 12:00:00","2023-08-09 12:00:00","2024-11-15 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",70362,"6245","WILLOW ST","HALIFAX","40774390",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","11 panels","Y","2023-08-09 12:00:00",,,"District 09","Passed"
"SOLAR-2022-14498","2022-11-07 12:00:00","2022-11-15 12:00:00","2023-09-20 12:00:00","2024-11-15 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",122769,"174","CRAIGBURN DR","DARTMOUTH","41047952",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","21 panels","Y","2023-09-20 12:00:00",,,"District 06","Passed"
"SOLAR-2022-14501","2022-11-07 12:00:00","2022-11-15 12:00:00","2023-05-24 12:00:00","2024-11-15 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",129304,"277","LAKECREST DR","MIDDLE SACKVILLE","41094194",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","33 panels","Y","2023-05-24 12:00:00",,,"District 14","Passed"
"SOLAR-2022-14536","2022-11-08 12:00:00","2022-11-15 12:00:00","2023-08-24 12:00:00","2024-11-15 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",79137,"6036","SOUTH ST","HALIFAX","00055129",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","We will be installing 25 480W panels on rooftop, with 1,10kW inverter","Y","2023-08-24 12:00:00",,,"District 07","Passed"
"SOLAR-2022-14576","2022-11-09 12:00:00","2022-11-15 12:00:00","2023-02-13 12:00:00","2024-11-15 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",121384,"15","CARLINA CRT","HALIFAX","41036260",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","To install solar panels on the roof","Y","2023-02-13 12:00:00",,,"District 12","Passed"
"SOLAR-2022-14614","2022-11-10 12:00:00","2022-11-15 12:00:00","2023-02-03 12:00:00","2024-11-15 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",109236,"210","DOHERTY DR","LAWRENCETOWN","40511198",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar PV","Y","2023-02-03 12:00:00",,,"District 02","Passed"
"SOLAR-2022-14629","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-03-03 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",167708,"73","MICA CRES","HALIFAX","41372699",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-03-03 12:00:00",,,"District 11","Passed"
"SOLAR-2022-14631","2022-11-15 12:00:00","2022-11-18 12:00:00","2023-07-14 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",90212,"43","GRONO RD","DUTCH SETTLEMENT","00524868",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-07-14 12:00:00",,,"District 01","Passed"
"SOLAR-2022-14654","2022-11-14 12:00:00","2022-11-18 12:00:00","2022-12-14 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",9253,"5","BROADHOLME LANE","HALIFAX","00305326",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar PV","Y","2022-12-14 12:00:00",,,"District 12","Passed"
"SOLAR-2022-14691","2022-11-14 12:00:00","2022-11-18 12:00:00","2022-12-21 12:00:00","2024-11-18 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",162205,"26","FAIRWINDS PL","BEDFORD","41409293",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar PV for home","Y","2022-12-21 12:00:00",,,"District 16","Passed"
"SOLAR-2022-14707","2022-11-14 12:00:00","2022-11-15 12:00:00","2023-02-07 12:00:00","2024-11-15 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",17311,"6","SIMCOE PL","HALIFAX","00343285",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","To install solar panels on the roof of the house","Y","2023-02-07 12:00:00",,,"District 10","Passed"
"SOLAR-2022-14772","2022-12-04 12:00:00","2022-12-06 12:00:00","2023-05-23 12:00:00","2024-12-06 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",34106,"51","SIDHU DR","BEAVER BANK","40477267",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-05-23 12:00:00",,,"District 15","Passed"
"SOLAR-2022-14780","2022-11-16 12:00:00","2022-11-23 12:00:00","2023-02-16 12:00:00","2024-11-23 12:00:00","Solar Permit","Installation","Ground Mount - Photovoltaic","Completed",28737,"17","ELLEN CRES","WHITES LAKE","40360034",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Install ground mount solar panels","Y","2023-02-16 12:00:00",,,"District 13","Passed"
"SOLAR-2022-14782","2022-11-22 12:00:00","2022-11-29 12:00:00","2023-07-19 12:00:00","2024-11-29 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",174161,"58","PEARSON DR","HEAD OF CHEZZETCOOK","41212283",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Install 16 Modules on the roof","Y","2023-07-19 12:00:00",,,"District 02","Passed"
"SOLAR-2022-14835","2022-11-17 12:00:00","2022-11-23 12:00:00","2023-04-20 12:00:00","2024-11-23 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",50951,"14","OVERDALE LANE","DARTMOUTH","00089003",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar PV","Y","2023-04-20 12:00:00",,,"District 05","Passed"
"SOLAR-2022-14874","2022-12-04 12:00:00","2022-12-08 12:00:00","2023-07-13 12:00:00","2024-12-08 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",21970,"465","INDIAN POINT RD","GLEN HAVEN","00501189",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-07-13 12:00:00",,,"District 13","Passed"
"SOLAR-2022-14953","2022-11-22 12:00:00","2022-11-23 12:00:00","2023-02-06 12:00:00","2024-11-23 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",12087,"60","FIVE ISLAND RD","HUBLEY","40051559",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar Pv","Y","2023-02-06 12:00:00",,,"District 13","Passed"
"SOLAR-2022-15019","2022-12-04 12:00:00","2022-12-07 12:00:00","2024-12-20 12:00:00","2024-12-07 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Expired (Closed)",144840,"1867","EAST PETPESWICK RD","EAST PETPESWICK","41290180",,"Building - SOL - Solar Final","Dwelling - Multiple Units","Install solar panels on existing roof of dwelling and accessory structure.","Y","2024-12-10 12:00:00",,,"District 02","Cancelled"
"SOLAR-2022-15026","2022-11-23 12:00:00","2022-11-28 12:00:00","2023-10-05 12:00:00","2024-11-28 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",86580,"6","SLIPWAY LANE","HALIFAX","00340232",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","26 panels","Y","2023-10-05 12:00:00",,,"District 11","Passed"
"SOLAR-2022-15069","2022-12-04 12:00:00","2022-12-07 12:00:00","2023-03-22 12:00:00","2024-12-07 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",145585,"30","LUCY CRT","MIDDLE SACKVILLE","41229188",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-03-22 12:00:00",,,"District 14","Passed"
"SOLAR-2022-15075","2022-12-04 12:00:00","2022-12-07 12:00:00","2023-07-14 12:00:00","2024-12-07 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",39129,"95","RANKIN DR","LOWER SACKVILLE","00446765",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-07-14 12:00:00",,,"District 15","Passed"
"SOLAR-2022-15079","2022-11-25 12:00:00","2022-11-30 12:00:00","2023-05-05 12:00:00","2024-11-30 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",147684,"690","RHODORA DR","MIDDLE SACKVILLE","41295007",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Design and Installation - 9.56kW Flush-mounted Rooftop PV Installation Interconnected to NS Power.","Y","2023-05-05 12:00:00",,,"District 14","Passed"
"SOLAR-2022-15090","2022-11-25 12:00:00","2022-11-28 12:00:00","2023-04-21 12:00:00","2024-11-28 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Cancelled",169937,"42","MARIGOLD DR","MIDDLE SACKVILLE","41437187",,,"Dwelling - Single Detached","Design and Installation - 16.4kW Solar PV panels flush mounted on a rooftop","Y",,,,"District 14",
"SOLAR-2023-05810","2023-05-23 12:00:00","2023-05-24 12:00:00","2023-09-07 12:00:00","2025-05-24 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",124416,"184","SOUTHAMPTON DR","COLE HARBOUR","40796575",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-09-07 12:00:00",,,"District 04","Passed"
"SOLAR-2023-05813","2023-05-23 12:00:00","2023-05-24 12:00:00","2023-09-20 12:00:00","2025-05-24 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",11574,"82","NIGHTINGALE DR","HALIFAX","00317164",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-09-20 12:00:00",,,"District 10","Passed"
"SOLAR-2023-05816","2023-05-23 12:00:00","2023-05-24 12:00:00","2023-11-01 12:00:00","2025-05-24 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",28012,"37","MELODY DR","BROOKSIDE","00492892",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-11-01 12:00:00",,,"District 13","Passed"
"SOLAR-2023-05819","2023-05-23 12:00:00","2023-06-01 12:00:00","2023-12-07 12:00:00","2025-06-01 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",47950,"10","BONITA DR","DARTMOUTH","00610881",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-12-07 12:00:00",,,"District 06","Passed"
"SOLAR-2023-05825","2023-05-23 12:00:00","2023-05-30 12:00:00","2023-09-20 12:00:00","2025-05-30 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",158494,"487","CROOKED STICK PASS","BEAVER BANK","41340084",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-09-20 12:00:00",,,"District 15","Passed"
"SOLAR-2023-05828","2023-05-23 12:00:00","2023-05-24 12:00:00","2023-12-07 12:00:00","2025-05-24 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",132560,"5","GAMMON LAKE DR","LAWRENCETOWN","40881369",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-12-07 12:00:00",,,"District 02","Passed"
"SOLAR-2023-05862","2023-05-23 12:00:00","2023-05-24 12:00:00","2023-11-14 12:00:00","2025-05-24 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",97095,"3","WILSON DR","FALL RIVER","40103335",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-11-14 12:00:00",,,"District 01","Passed"
"SOLAR-2023-05868","2023-05-23 12:00:00","2023-05-24 12:00:00","2023-09-06 12:00:00","2025-05-24 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",167643,"189","TITANIUM CRES","HALIFAX","41369745",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-09-06 12:00:00",,,"District 11","Passed"
"SOLAR-2023-05871","2023-05-23 12:00:00","2023-05-30 12:00:00","2023-09-06 12:00:00","2025-05-30 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",174846,"257","HIGGINS AVE","BEECHVILLE","41512443",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-09-06 12:00:00",,,"District 12","Passed"
"SOLAR-2023-05874","2023-05-23 12:00:00","2023-05-24 12:00:00","2023-09-07 12:00:00","2025-05-24 12:00:00","Solar Permit","Installation","Roof Mount - Photovoltaic","Completed",113507,"261","POPLAR DR","COLE HARBOUR","40154262",,"Building - SOL - Photovoltaic Final","Dwelling - Single Detached","Solar installation on existing roof","Y","2023-09-07 12:00:00",,,"District 04","Passed"
